Country Name,Country Code,Indicator Name,Indicator Code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Latin America & Caribbean (excluding high income),LAC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.51434448,50.5259182,50.53643969,50.54659503,50.55628766,50.56575417,50.57803066,50.59272122,50.60590154,50.61686754,50.62712263,50.63726881,50.64574743,50.65381509,50.6626088,50.67159674,50.68106615,50.69188343,50.71154424,50.74072308,50.76374364,50.77687737
Lao PDR,LAO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.80386547,49.8072003,49.81549598,49.81088234,49.78697886,49.76074876,49.73434046,49.70723588,49.68131159,49.65485705,49.62614478,49.5975907,49.57194655,49.56238888,49.56798822,49.57346593,49.57690395,49.58154079,49.58841566,49.59534991,49.60234279,49.61017341
Lebanon,LBN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.48472271,50.46922099,50.45382342,50.44065919,50.43732192,50.43737452,50.42938138,50.4169852,50.40089675,50.38142292,50.35971973,50.33766514,50.3161447,50.40250416,50.60804948,50.83114921,51.07131952,51.32879169,51.4688086,51.48095771,51.5030496,51.53180934
Liberia,LBR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.74908539,50.73828923,50.72496026,50.69760507,50.66642125,50.63252531,50.59693907,50.56214159,50.52863763,50.48874114,50.45224321,50.42320252,50.39407903,50.36642009,50.33993137,50.31320942,50.28861468,50.26482918,50.24253162,50.22210815,50.20062493,50.17904808
Libya,LBY,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.08766391,48.43147878,48.763117,49.07788405,49.22610674,49.21288983,49.19126513,49.17552004,49.16794363,49.12403291,49.09049093,49.11668258,49.15278781,49.20443103,49.25852361,49.28782312,49.29870405,49.32307194,49.35394688,49.37835519,49.39974379,49.42574373
St. Lucia,LCA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.51885364,50.46704325,50.41859729,50.37185735,50.33038986,50.28355162,50.22719723,50.17149121,50.1389417,50.13506056,50.14671565,50.16956167,50.20022425,50.23373932,50.27010481,50.3107308,50.35359327,50.39729426,50.44215201,50.49345676,50.54515532,50.59167494
Latin America & Caribbean,LCN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.49607274,50.50788358,50.51885409,50.52935111,50.53933369,50.54919764,50.56189633,50.57689364,50.59032931,50.60149478,50.61184135,50.62217076,50.63113505,50.63981415,50.64953789,50.6596672,50.66927377,50.6814307,50.70276543,50.73160128,50.75423384,50.76743031
Least developed countries: UN classification,LDC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.07777831,50.09097606,50.10539028,50.12253442,50.14581056,50.17001823,50.19590655,50.22154687,50.23789545,50.24848744,50.25773709,50.2666373,50.27402353,50.27735873,50.2751786,50.27112636,50.27093274,50.27403628,50.27238669,50.2674391,50.26878109,50.27346476
Low income,LIC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.27980327,50.26175597,50.24372466,50.2269718,50.21104261,50.19631425,50.18291285,50.17032379,50.15788035,50.14491519,50.13295139,50.12361481,50.11574834,50.10802699,50.10026619,50.09346118,50.08927936,50.08603473,50.08244524,50.0810696,50.08183425,50.08166466
Liechtenstein,LIE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.78206156,50.75588235,50.72594752,50.72392567,50.71225888,50.6799431,50.63981243,50.58724597,50.55391638,50.53469286,50.51088892,50.49448459,50.46096614,50.41895329,50.37889867,50.33914857,50.33917393,50.36380645,50.40251832,50.42649658,50.41065934,50.37894099
Sri Lanka,LKA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.43154081,50.54580644,50.65409277,50.75627739,50.86063374,50.97176579,51.08791474,51.21005628,51.32811159,51.43179377,51.50376024,51.5518256,51.59731249,51.63772537,51.67587268,51.71202725,51.74423826,51.77357487,51.80221541,51.82160688,51.83821396,51.86029201
Lower middle income,LMC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.98641037,48.9910253,48.99789955,49.00684157,49.01878507,49.03276485,49.04918292,49.06707338,49.08235527,49.09518445,49.10760179,49.11931084,49.12917739,49.143283,49.16172748,49.17804328,49.19328061,49.20889317,49.22374607,49.23902902,49.25531995,49.26925903
Low & middle income,LMY,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.39490564,49.39384095,49.39317017,49.39379338,49.39612251,49.39965212,49.40505217,49.41153821,49.41719364,49.42228978,49.42741464,49.43289535,49.43785044,49.44497502,49.45654332,49.46932718,49.48205908,49.49570362,49.51131592,49.52972895,49.54593899,49.56181156
Lesotho,LSO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.09339816,51.09285861,51.0944986,51.09900557,51.1093799,51.07758393,51.03297521,51.00850152,50.97004222,50.92573553,50.87627597,50.82878522,50.78735535,50.75540908,50.72961445,50.70701096,50.68700561,50.66922706,50.65946497,50.65874657,50.66858933,50.68376934
Late-demographic dividend,LTE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.71231966,49.71039518,49.70936587,49.70595867,49.695164,49.67745485,49.65806213,49.6416772,49.6329154,49.62828753,49.62237606,49.61771056,49.61521185,49.61223978,49.61343172,49.62211311,49.6342123,49.65098029,49.67644848,49.70487684,49.72525179,49.7434347
Lithuania,LTU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.68028718,53.74981807,53.81396725,53.87870817,53.94350531,54.00795375,54.05222341,54.05940426,54.04258464,54.00487387,53.94929915,53.87995928,53.79840644,53.70273959,53.59970249,53.48692524,53.36626186,53.25215166,53.15340711,53.07133904,53.03152119,53.01782109
Luxembourg,LUX,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.68612039,50.6268957,50.53955106,50.49090049,50.4616811,50.44053781,50.39712669,50.32297717,50.25716371,50.16325554,50.05493936,49.97274733,49.91916471,49.8510734,49.78940638,49.75657532,49.72405591,49.70248704,49.68234404,49.67066622,49.6696258,49.66812673
Latvia,LVA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,54.414688,54.42902584,54.43472621,54.45049318,54.46703205,54.47188097,54.4693761,54.45859288,54.43848054,54.41473991,54.37638413,54.31831674,54.25613327,54.18465779,54.10129133,54.0175726,53.93365468,53.84943297,53.76457788,53.68006835,53.61524134,53.56988894
"Macao SAR, China",MAC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.02561907,52.02936872,52.03152699,52.03358854,52.03890305,52.04529137,52.04030712,52.03132107,52.02611893,52.04788766,52.14031018,52.27343969,52.40173661,52.52349087,52.6375166,52.74307127,52.84036185,52.93368673,53.02927916,53.06106696,53.07896796,53.1479843
St. Martin (French part),MAF,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.53080873,51.68655454,51.83350154,51.98493364,52.14580347,52.28595179,52.42114741,52.54345179,52.61670964,52.61072902,52.57869317,52.53795,52.46873316,52.43003998,52.420212,52.42346939,52.44003309,52.45010718,52.45599484,52.45711782,52.46767953,52.47997007
Morocco,MAR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.95003893,49.93196852,49.92647285,49.92017587,49.89966926,49.87630085,49.85151253,49.82506409,49.79904583,49.77561945,49.75521982,49.73662955,49.71819143,49.69904377,49.68267251,49.66958703,49.65607275,49.64306538,49.64411455,49.65646781,49.67061083,49.68828525
Monaco,MCO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.30920768,51.29347692,51.28427845,51.27096232,51.25425635,51.23652704,51.22089009,51.19903707,51.15136536,51.08557961,51.01729107,50.96683133,50.9360288,50.91947769,50.94008794,50.98261527,51.0059683,51.00718259,50.99127891,50.9840266,50.99125284,51.00972532
Moldova,MDA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.63106122,52.62636719,52.63339836,52.62999134,52.60475689,52.57798678,52.5481964,52.52087483,52.49873171,52.48233303,52.47247726,52.46586449,52.455355,52.44469071,52.44020151,52.43942316,52.44836062,52.46627181,52.49440248,52.53198916,52.38940103,52.30480472
Madagascar,MDG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.75252055,49.75248684,49.75597199,49.76120641,49.76574781,49.77262687,49.77963155,49.78524032,49.79096503,49.79779542,49.80554065,49.81540459,49.82573075,49.83294376,49.83956319,49.84668436,49.85376701,49.8620898,49.87303357,49.88549627,49.89746963,49.90821656
Maldives,MDV,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.37144695,48.36992726,48.36248697,48.35416816,47.99730281,47.22569096,46.40810014,45.63928753,44.91599253,44.23539152,43.58864527,42.97553453,42.61574418,42.49234358,42.38484366,42.29386888,42.2235063,42.19635764,42.24338015,42.32774706,42.47356273,42.69136945
Middle East & North Africa,MEA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.69635488,48.68665956,48.67721445,48.64865941,48.57386627,48.47222644,48.3695882,48.2863537,48.24735506,48.23250569,48.21940952,48.21148495,48.20374268,48.16982324,48.1294992,48.1215502,48.13271304,48.15989534,48.22481478,48.29095621,48.32702391,48.35858234
Mexico,MEX,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.06244006,51.05641166,51.05022653,51.04502741,51.04194073,51.04075859,51.04203111,51.04549751,51.0484025,51.04525841,51.0399819,51.03800058,51.03791276,51.04050984,51.04508693,51.05260486,51.06582239,51.08360165,51.12041192,51.18103498,51.22122206,51.23499241
Marshall Islands,MHL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.72284204,48.73102967,48.74437402,48.75867273,48.7732438,48.7804878,48.79775531,48.81607673,48.78875243,48.75875479,48.76348103,48.77122605,48.78319681,48.79781421,48.81334189,48.82700744,48.83776555,48.86201037,48.88858176,48.91082045,48.94512738,48.9832365
Middle income,MIC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.31719779,49.31632957,49.31602964,49.31702811,49.31972209,49.32364485,49.32960735,49.3367331,49.34298822,49.34874622,49.35455633,49.36066087,49.36608124,49.37385063,49.38647566,49.40034287,49.41385426,49.42822788,49.44484893,49.46439338,49.48118131,49.49778503
North Macedonia,MKD,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.91221642,49.93124566,49.9459023,49.96098452,49.9776798,49.99280053,50.00462558,50.01662849,50.02984963,50.04227268,50.05210819,50.06224387,50.07369528,50.08320833,50.09292976,50.10163453,50.10899029,50.11593169,50.12557601,50.14110957,50.15635755,50.16716379
Mali,MLI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.50928915,49.50133141,49.49675717,49.49419034,49.49242638,49.49057987,49.48811146,49.48546279,49.48368494,49.48275327,49.48108311,49.48133775,49.48364312,49.48595496,49.48740398,49.48839167,49.49169015,49.49498294,49.49906333,49.50580879,49.51303002,49.51951382
Malta,MLT,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.32900996,50.33999395,50.35518765,50.37517552,50.40065954,50.41897103,50.41763324,50.39277978,50.3289513,50.2258181,50.08571621,49.91189075,49.71071205,49.48103176,49.22696999,48.96526986,48.70724553,48.44778461,48.20862391,47.98727285,47.86999846,47.8537147
Myanmar,MMR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.03341851,50.04810621,50.06203837,50.0740553,50.0832781,50.08944354,50.07803694,50.06763936,50.0752202,50.08421408,50.09511594,50.10571522,50.11688105,50.12925096,50.14199107,50.15479837,50.16845209,50.18249173,50.19733562,50.21631254,50.23456742,50.24924055
Middle East & North Africa (excluding high income),MNA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.4672621,49.46634272,49.46071802,49.45802613,49.45514114,49.4546785,49.45710589,49.4581086,49.45751469,49.45472969,49.4570171,49.45998989,49.45801333,49.46191851,49.47285783,49.48576159,49.49917432,49.51221412,49.52417978,49.5364623,49.55006214,49.56372049
Montenegro,MNE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.52630556,51.55854897,51.54653029,51.50037527,51.45278202,51.40404765,51.36175186,51.32481598,51.29594767,51.28413329,51.26506395,51.2445855,51.24074956,51.23650164,51.2306084,51.23189941,51.23326286,51.23969695,51.25713777,51.28109974,51.30636823,51.31663168
Mongolia,MNG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.29501523,50.27669888,50.26550967,50.25603154,50.24565694,50.23151675,50.21380948,50.19456537,50.18083122,50.19752633,50.23498137,50.26358864,50.28253531,50.29454433,50.30181,50.30413142,50.30538962,50.31307716,50.33613764,50.3712906,50.40595981,50.43892692
Northern Mariana Islands,MNP,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.81306861,51.4439248,51.07096164,50.68018834,50.25734181,49.79698652,49.27705224,48.68725463,48.03372345,47.60091394,47.43215111,47.26798489,47.1112311,46.95616726,46.80538987,46.65773029,46.51916349,46.38573549,46.29439168,46.24805481,46.24730076,46.28685035
Mozambique,MOZ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.3189768,51.3248463,51.32348969,51.32062488,51.31871256,51.31275736,51.3117144,51.31424196,51.30295618,51.27384738,51.23360952,51.18735425,51.13908127,51.09262121,51.03632435,50.98805748,50.9687846,50.96088751,50.94880439,50.93934072,50.93584322,50.92634074
Mauritania,MRT,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.06487217,50.15717959,50.24582778,50.32921032,50.40495205,50.47172863,50.59471085,50.7699355,50.93036593,51.07323574,51.19818884,51.24122386,51.21139454,51.18148507,51.15217837,51.12320508,51.09475891,51.06742956,51.04218998,51.01621374,50.98902292,50.96192897
Mauritius,MUS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.10770099,50.1314455,50.15539276,50.18107417,50.2088527,50.24083414,50.2767143,50.31323543,50.34675415,50.37543655,50.40019554,50.42461751,50.45108284,50.47763103,50.50478742,50.53296374,50.55987389,50.58748927,50.61965068,50.65527767,50.69124389,50.72688087
Malawi,MWI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.46765692,51.52521537,51.57843527,51.62731051,51.66996016,51.69804845,51.68651714,51.64664046,51.6077199,51.57280154,51.54269064,51.5167046,51.49651966,51.47768969,51.45775871,51.43952293,51.42240399,51.40627424,51.3922261,51.37795151,51.36139762,51.34426164
Malaysia,MYS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.08417519,48.98370863,48.89051135,48.80406747,48.72391554,48.64711786,48.57371393,48.50421041,48.49066592,48.52984668,48.56748158,48.6025877,48.63579612,48.66910193,48.70378233,48.73870576,48.77254183,48.80498183,48.83682054,48.86937683,48.90176477,48.93322287
North America,NAC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.72182548,50.72434865,50.71887557,50.71077801,50.70571684,50.70566845,50.70840151,50.71183409,50.71504157,50.69421036,50.65117739,50.61037173,50.57336206,50.54048568,50.50843634,50.47714806,50.44927772,50.42520877,50.42385234,50.4463822,50.46789037,50.47946786
Namibia,NAM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.56616936,51.54887297,51.54103885,51.53925512,51.54337301,51.55491546,51.57096802,51.58877113,51.60300885,51.61559601,51.6309799,51.64703267,51.65976297,51.66968648,51.68028779,51.69187671,51.70355159,51.71434831,51.72307398,51.73544978,51.75079041,51.7599836
New Caledonia,NCL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.45767994,49.53448239,49.59836412,49.56574888,49.4852118,49.44639828,49.4098634,49.3937177,49.42622386,49.48273208,49.53833905,49.59224875,49.65063854,49.72900591,49.8195582,49.90873891,49.9985959,50.08795475,50.15904163,50.22168172,50.2690119,50.2923298
Niger,NER,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.56482619,49.5306644,49.49994707,49.47462043,49.45178504,49.43136514,49.41249776,49.39388942,49.37604306,49.35976229,49.34423621,49.32991387,49.31767033,49.3091855,49.3031723,49.29691992,49.28955314,49.28310505,49.27856865,49.2762206,49.27734025,49.27997416
Nigeria,NGA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.71657322,49.70931409,49.70263208,49.69725901,49.69076302,49.68043892,49.66679049,49.6499637,49.6334147,49.61757816,49.60262808,49.58914587,49.57627764,49.56219568,49.54495762,49.52712101,49.51039914,49.49406233,49.48183894,49.47219095,49.46118584,49.45015705
Nicaragua,NIC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.6821251,50.7011378,50.72049561,50.73034559,50.73073926,50.73089333,50.73092249,50.73093292,50.73070259,50.73019963,50.72943735,50.72846444,50.72717597,50.72533602,50.72256694,50.7190922,50.7159591,50.71472904,50.71937915,50.72461441,50.7254772,50.72613893
Netherlands,NLD,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.52027646,50.5149781,50.51352383,50.51406573,50.51345191,50.51350014,50.5108874,50.50533956,50.49947593,50.48756181,50.47145124,50.45476018,50.43677684,50.41630218,50.39434425,50.37152475,50.34953635,50.33039875,50.31748728,50.31053562,50.29758004,50.27856548
Norway,NOR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.44193619,50.43462813,50.42230684,50.40291421,50.35331887,50.2515831,50.14154938,50.07207199,50.01718905,49.93329041,49.83881431,49.77205753,49.71942943,49.67202635,49.63615635,49.61583297,49.60885263,49.59060662,49.56876962,49.5548879,49.54116606,49.52946098
Nepal,NPL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.71527912,49.84854908,49.9981599,50.16679405,50.35429165,50.55499145,50.76138856,50.97236495,51.18072532,51.40518555,51.65854186,51.92058303,52.15594536,52.32636342,52.40881705,52.43375663,52.45269956,52.46957461,52.36423155,52.1525911,52.05431658,52.0582595
Nauru,NRU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.41078157,48.49187935,48.56313498,48.6528397,48.78570041,48.88477647,48.97002831,49.01788332,49.01865052,48.96431003,48.93718882,48.97138582,48.99451554,48.9852481,48.99886334,49.04126006,49.05233143,49.08506429,49.1270808,49.16473503,49.2027155,49.24100156
